DE;EN
ANZ_MAX_SPC_25;CNT_MAX_SPC_25
ANZ_MAX_SPC_24;CNT_MAX_SPC_24
ANZ_MAX_SPC_23;CNT_MAX_SPC_23
ANZ_MAX_SPC_22;CNT_MAX_SPC_22
ANZ_MAX_SPC_21;CNT_MAX_SPC_21
ANZ_MAX_SPC_20;CNT_MAX_SPC_20
ANZ_MAX_SPC_1;CNT_MAX_SPC_1
ANZ_MAX_SPC_19;CNT_MAX_SPC_19
ANZ_MAX_SPC_18;CNT_MAX_SPC_18
ANZ_MAX_SPC_17;CNT_MAX_SPC_17
ANZ_MAX_SPC_16;CNT_MAX_SPC_16
ANZ_MAX_SPC_15;CNT_MAX_SPC_15
ANZ_MAX_SPC_14;CNT_MAX_SPC_14
ANZ_MAX_SPC_13;CNT_MAX_SPC_13
ANZ_MAX_SPC_12;CNT_MAX_SPC_12
ANZ_MAX_SPC_11;CNT_MAX_SPC_11
ANZ_MAX_SPC_10;CNT_MAX_SPC_10
ANZ_MAX_SPC_0;CNT_MAX_SPC_0
ANZJOB;NO_OF_JOBS
ANZAHL_TEMP2;COUNT_TEMP2
ANZAHL_TEMP1;COUNT_TEMP1
ANZAHL_STUFE;NO_OF_LEVELS
ANZAHL_SPRITZ;COUNT_INJECT
ANZAHL_SPEED;COUNT_SPEED
ANZAHL_NACH;COUNT_POST
ANZAHL_MASCH;COUNT_MACH
ANZAHLMIN_TEMP2;SUMMIN_TEMP2
ANZAHLMIN_TEMP1;SUMMIN_TEMP1
ANZAHLMIN_SPRITZ;SUMMIN_INJECTION
ANZAHLMIN_SPEED;SUMMIN_SPEED
ANZAHLMIN_NACH;SUMMIN_POST
ANZAHLMAX_TEMP2;SUMMAX_TEMP2
ANZAHLMAX_TEMP1;SUMMAX_TEMP1
ANZAHLMAX_SPRITZ;SUMMAX_INJECTION
ANZAHLMAX_SPEED;SUMMAX_SPEED
ANZAHLMAX_NACH;SUMMAX_POST
ANZAHL;COUNT
ANSCHLUSS;CONNECT
ANREDE;TITLE
ANLAGENAUSFALL_PRZ;SYSTEMFAILURE_PCNT
ANLAGENAUSFALLINT;SYSTEMFAILUREINT
ANLAGENAUSFALL;SYSTEM_FAILURE
ANLAGEINT;SYSTEMINT
ANLAGE;SYSTEM
ANGUSSGEWICHT_VOM_WERKZEUG;SETUPWEIGHT_OF_MOLD
ANGUSSGEWICHT;SETUPWEIGHT
ANFRAGE;REQUEST
ANFANGREPINT;BEGINREPINT
ANFANGREP;BEGINREP
ANFAHR_AUSSCHUSS;SETUP_SCRAP
ANFAHR_AUSSCHUSS;SETUP SCRAP
ANFAHR_AUSSCHUSS2;SETUP_SCRAP2
ANFAHRAUSSCHUSSPLUS;SETUP_SCRAP_PLUS
ANFAHRAUSSCHUSS;SETUPSCRAP
ALTESCHICHT;OLDSHIFT
ALT;OLD
ALLNR;ALLNO
AKTUELLZYKLUS;CURRENTCYCLE
AKTUELLSTATUS;CURR_STATUS
AKTUELLDATUM;CURRENTDATE
AKTIVE_KAVITAET;AKTIVE_CAVITIES
AKTIV;ACTIVE
AKTIONZYKLUS;ACTIONCYCLE
AKTION;ACTION
AENDERUNGSINDEX;CHANGEINDEX
ADRESSE;ADDRESS
ACAPTIONTRENN;ACAPTIONSSEP
ABWEICHUNGPRZ;DEVIATIONPCNT
ABWEICHUNG;DEVIATION
ABSPANNZEIT;BREAKDOWNTIME
ABSCHLUSSDATUM;CLOSINGDATE
ABGANG;OUTFLOW
AARCHIV;AARCHIVE
ABGESCHLOSSEN;CLOSED
AEINHEIT;WOUNIT
ANLAGETYP;STATIONTYPE
ANMELDEN_UEBER_BUCHEN;LOGIN_BY_BOOK
ANWEISUNG;ORDER
ANZAHLTEMPGERAETE;AMOUNT_TEMP_UNITS
ARBEITSEINHEIT;WORKUNIT
ART_WZ_KOMBI;PART_MOLD
AUFTRAG_SPLITTEN;SPLIT_WORKORDER
AUFTRAGSMANGEL;JOB_LACK
AUSSCHUSS_BEMERKUNG;SCRAP_NOTE
AUSSCHUSS_BERECH;SCRAP_CALC
AUSSCHUSS_PLAUSIBILITAET;SCRAP_PLAUSIBILITY
AUSSCHUSS_SIGNAL;SCRP_SIGNAL
BCDRUCKPROT_IN_MDE;BCPRINT_IN_RTM
BENUTZERVERWALTUNG;USERADMINISTRATION
BERECHTIGUNGSVERWALTUNG;RIGHTSADMINISTRATION
BETREFF;SUBJECT
BETRIEBSSTUNDEN_RESET;WORKHOURS_RESET
BEZ;NOT
BEZEICHNUNG6;NOTICE6
BEZEICHNUNG7;NOTICE7
BEZEICHNUNG8;NOTICE8
BIG_ETIKETT;BIG_LABEL
BILD1;IMG1
BILD2;IMG2
BLOCKSTILLSTAND;BLOCKDOWNTIME
BUCHEN_ARBEITSFREI_BIS;BOOK_IDLETIME_TO
DAUER_SOLL;DURATION_STD
DAUERABGR;DUR_DELIM
DRUCKER;PRINTER
EINSTELLDATEN_MANUELL;SETTINGDATA_MANUAL
EINSTELLDATENBLATT;SETTINGDATA_SHEET
ERP_GEMELDET;ERP_REPORTED
ERP_LAUFZEITGEMELDET;ERP_RUNTIMEREPORTED
ERP_RUESTZEITGEMELDET;ERP_SETUPREPORTED
ERP_STUECKGEMELDET;ERP_COUNTREPORTED
ERPSOLLWERT;ERP_STD
FACHZAHL;SHELFAMOUNT
FAKTOR;FACTOR
FREI;FREE
GEPPRZ;SCHEDPCT
GESAMTKAP;TOTALCAP
GESTARTET;STARTED
HALBAUTOMATIKKALENDER;SEMIAUTOMATICCALENDAR
HALLENPLAN_NAVIGATION;SHOPFLOOR_NAVIGATION
HALLENSPIEGEL_BIGSIZE;SHOPFLOOR_BIGSIZE
JOB_ERZEUGT;JOB_CREATED
KUNDENARTIKELNR;CUSTOMERPARTNO
KURZTEXT_3;SHORTEXT_3
LABELDRUCK_AUFTRAGSTART;LABAELPRINT_JOBSTART
LAUFZEIT_PLAN;RUNTIME_SCHED
LAUFZEIT_REST;RUNTIME_REMAIN
LZBALKEN_ONHE_AUFTRAG;RTBAR_WITHOUT_WORKORDER
MABUKARTONS;MABOBOXES
MABUSTUECK;MABOPIECES
MASCHGRUPPEN_VIRT;MACHGROUPS_VIRTUAL
MASCHINE_WS;MACHINE_PM
MASCHINEN;MACHINES
MASCHINENDATEN_OHNE_AUFTRAG;MACHINEDATA_WITHOUT:WORKORDER
MASCHINENZAEHLER;MACHINECOUNTER
MATERIALSTUECKLISTE;BILLOFMATERIAL
MDE_OHNE_AUFTRAG;RT_WITHOUT_JOB
MENGE_KALK_SCHICHT;AMOUNT_CALC_SHIFT
MENGE_SCHICHT_BERECHNEN;CALCULATE_SHIFTAMOUNT
MENGE_TH_SCHICHT;AMOUNT_THEO_SHIFT
MENGENEINHEIT;QTY_UNIT
OEESTATISTIK;OEE_STATS
PERIODE;PERIOD
PERSONALNR_SIGNAL;PERSONALNO_SIGNAL
PRUEFMITTEL6;CHECKUTIL6
PRUEFMITTEL7;CHECKUTIL7
PRUEFMITTEL8;CHECKUTIL8
PRUEFTEILE6;CHECKPARTS6
PRUEFTEILE7;CHECKPARTS7
PRUEFTEILE8;CHECKPARTS8
PRUEFWERTE;CHECKVALUES
RASTERDICHT;INTERVALDENSE
REPARATURKOSTEN;REPARATURECOSTS
RUEST;SETUP
RUEST_GEPLPRZ;SETUP_SCHEDPCT
RUEST_UNGEPLPRZ;SETUP_UNSCHEDPCT
RUESTEN_AUTOBUCHEN;SETUPAUTOBOOK
RUESTEN_GEPL;SETUP_SCHED
RUESTEN_GEPLANT;SETUP_SCHED
RUESTEN_GEPLANTP;SETUP_SCHEDP
RUESTEN_UNGEPL;SETUP_UNSCHED
RUESTEN_UNGEPLANT;SETUP_UNSCHED
RUESTEN_UNGEPLANTP;SETUP_UNSCHEDP
RUESTPRZ;SEUTPPCT
SCHICHTENDE_G16;SHIFTEND_G16
SOLL_WERT6;STD_VALUE6
SOLL_WERT7;STD_VALUE7
SOLL_WERT8;STD_VALUE8
SOLLLAUFZEIT2;STDRUNTIME2
SOLLLZ;STDRT
SPC_ARTIKEL;SPC_PART
SPC_MASCHINE;SPC_MACHINE
SPCSCHUSS;SPCCYCLE
SPS_SCHUSS_GESAMT;PLC_CYCLES_TOTAL
SPS_SCHUSS_SCHICHT;PLC_CYCLES_SHIFT
SPS_STUECK_GESAMT;PLC_PARTS_TOTAL
SPS_STUECK_SCHICHT;PLC_PARTS_SHIFT
STAMMARTIKEL_MASCHINE;MASTERPARTS_MACHINE
STAMMDATEN_MDE;MASTERDATA_RTM
STAMMSATZ;MASTERDATASET
STARTSOLL;STARTSTD
STILLSTAND_BEMERKUNG;DOWNTIME_NOTE
STILLSTANDSBLOECKE;DOWNTIMEBLOCKS
STUECKZAHL_OPTIMIERT;PARTAMOUNT_OPTIMIZED
TAGE;DAYS
TAKTZEIT_AUS_STAMM;CYCLETIME_FROM_MASTERDATA
TAKTZEIT_IN_STAMM;CYCLETIME_IN_MASTERDATA
TEMP_BETRIEBSSTUNDEN;TEMP_OPERATINGHOURS
TMP_KOPFGROESSE;TPM_CAVITY
TMP_RUESTEN;TPM_SETUP
TPM_SIGNALLOG;TPM_SIGNALLOG
TPMAUS;TPMSCRP
VIEW_TAKTZEITEN;VIEW_CYCLETIMES
VORGANGIST;OPERATIONACT
VORGANGSOLL;OPERATIONSTD
WARTUNGCODE;MANTAINCODE
WARTUNGEN;MAINTENANCE
WARTUNGFELD;MAINTAINFIELD
WARTUNGFELDWERT;MAINTAINFIELDVALUE
WARTUNGLIST;MAINTAINLIST
WERKSTOFF;MATERIAL
WERKZEUGBAU;MOLDMAINTAIN
WERKZEUGSTATUS_FP;MOLDSTATUS_PS
WKGRUPPEORG;MOLDGROUPORG
WZFARBE;MOLDCOLOR
WZKAVITAET_UPDATE;MOLDCAV_UPDATE
ZEITDIFF;TIMEDIFF
ZELLENFERTIGUNG;BOXPRODUCTION
ZUORDNUNG;ASSIGNMENT
ZUSTANDSAUFTRAG;STATEORDER
ZWEIFACH;DOUBLE
ZYKLEN;CYCLES
AUFTRAG_BLOCK;WORKORDERBBLOCK
BCDRUCKEVENT;BCPRINTEVENT
BEZ_WERT6;DESC_VAL6
BEZ_WERT7;DESC_VAL7
BEZ_WERT8;DESC_VAL8
ETIKETTNR;LABELNO
GEPLANT_STR;SCHED_STR
GRUPPE_STR;GROUP_STR
KALENDERGRUPPENR;CALENDARGROUPNR
KOMBIWZ_AUTOCREATEJOB;MULTIMOLD_AUTOCREATEJOB
MANUELL;MANUAL
MASCHGRUPPEN_VIRTNR;MACHGROUP_VIRTNO
MEHRSTUFIGERAUFTRAGSVORSCHLAG;MULTILEVELORDERSUGGEST
MENGE1;AMOUNT1
MENGE2;AMOUNT2
MENGE3;AMOUNT3
PDEBETRIEBSAUFTRAG;PDEWORKORDER
RUESTGRUND_EINZELFREIGABE;SETUPREASON_SINGLERELEASE
RUESTZEIT_OHNE_ARBEITSFREI;SETUPTIME_WITHOUT_IDLE
STUFENANZAHL;LEVELAMOUNT
TAGESMASKE;DAYMASK
TAKTBASIS;CYCLEBASE
TAKTMITTEL;CYCLEAVG
LAGERBESTAND;STORAGEAMOUNT
MATERIALNR2;MATERIALNO2
PARETO_ANZEIGE;PARETO_DISPLAY
